STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2006,,32.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2007,,32.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2008,,32.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2009,,33.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2010,,33.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2011,,33.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2013,,34.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2014,,34.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2016,,34.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2017,,35.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2018,,35.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2019,,35.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2020,,36.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2021,,35.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2022,,36.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,IT,Italy,2023,,36.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LI,Liechtenstein,2011,,32.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LI,Liechtenstein,2012,,33.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2002,,26.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2003,,27.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2004,,27.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2005,,27.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2006,,27.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2007,,27.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2008,,28.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2009,,28.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2010,,28.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2011,,29.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2013,,29.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2014,,29.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2015,,28.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2016,,30.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2017,,30.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2018,,30.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2019,,31.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2020,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2021,,31.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LT,Lithuania,2022,,31.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2002,,30.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2003,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2004,,31.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2005,,31.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2006,,31.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2007,,32.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2008,,32.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2009,,32.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2010,,32.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2011,,32.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2013,,32.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2014,,33.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2015,,34.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2016,,33.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2017,,34.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2019,,34.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2020,,34.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2021,,34.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2022,,35.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LU,Luxembourg,2023,,35.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2002,,27.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2003,,27.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2004,,27.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2005,,28.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2006,,28.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2007,,28.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2008,,28.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2009,,29.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2010,,29.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2011,,29.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2012,,30.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2013,,30.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2014,,30.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2015,,31.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2016,,31.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2017,,31.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2018,,31.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2019,,32.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2020,,32.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2021,,32.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2022,,32.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,LV,Latvia,2023,,32.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MD,Moldova,2014,,27.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MD,Moldova,2015,,27.8,,e,estimated,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MD,Moldova,2023,,28.2,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2005,,30.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2006,,30.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2007,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2008,,30.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2009,,31.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2011,,31.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2013,,33.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2014,,32.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2015,,31.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2016,,32.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2017,,32.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2018,,31.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2019,,31.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2020,,32.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,ME,Montenegro,2021,,31.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2002,,27.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2003,,27.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2004,,27.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2005,,27.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2006,,27.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2007,,27.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2008,,27.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2009,,28.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2010,,28.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2011,,28.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2013,,28.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2014,,28.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2016,,29.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2017,,26.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2018,,28.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2019,,26.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2020,,26.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MK,North Macedonia,2021,,29.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MT,Malta,2003,,29.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MT,Malta,2004,,29.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MT,Malta,2006,,30.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MT,Malta,2007,,30.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MT,Malta,2008,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MT,Malta,2009,,31.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MT,Malta,2010,,31.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,MT,Malta,2011,,31.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2002,,31.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2004,,31.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2005,,31.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2006,,32.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2007,,32.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2008,,32.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2009,,32.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2010,,32.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2011,,32.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2013,,32.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2014,,33.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2015,,33.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2016,,33.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2017,,33.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2018,,34.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2019,,34.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2020,,34.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2021,,34.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NL,Netherlands,2022,,35.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2002,,31.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2006,,33.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2007,,33.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2008,,33.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2009,,33.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2010,,33.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2011,,33.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2012,,34.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2013,,34.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2014,,34.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2015,,34.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2016,,34.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2017,,35.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2018,,33.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2019,,35.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,NO,Norway,2020,,36.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,PL,Poland,2002,,27.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,PL,Poland,2003,,27.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,PL,Poland,2004,,27.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,PL,Poland,2005,,27.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,PL,Poland,2006,,27.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,PL,Poland,2007,,28.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,PL,Poland,2008,,28.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,PL,Poland,2009,,28.3,,b,break in time series,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,PL,Poland,2010,,28.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,PL,Poland,2011,,28.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,PL,Poland,2012,,28.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,PL,Poland,2013,,29.0,,,,,
